# OOMMF OVF 2.0
#
# Segment count: 1
#
# Begin: Segment
# Begin: Header
#
# Title: Oxs_TimeDriver::Magnetization
# Desc: Oxs vector field output
# Desc:  MIF source file: C:/oommf/app/oxs/Oscar's files/Spinwave.mif
# Desc:  Iteration: 20, State id: 99577
# Desc:  Stage: 10, Stage iteration: 1
# Desc:  Stage simulation time: 1e-12 s
# Desc:  Total simulation time: 1e-11 s
# meshunit: m
# meshtype: rectangular
# xbase: 2.5000000000000001e-09
# ybase: 2.5000000000000001e-09
# zbase: 2.5000000000000001e-09
# xnodes: 2000
# ynodes: 20
# znodes: 1
# xstepsize: 5.0000000000000001e-09
# ystepsize: 5.0000000000000001e-09
# zstepsize: 5.0000000000000001e-09
# xmin: 0
# ymin: 0
# zmin: 0
# xmax: 1.0000000000000001e-05
# ymax: 9.9999999999999995e-08
# zmax: 5.0000000000000001e-09
# valuedim: 3
# valuelabels: Magnetization_x Magnetization_y Magnetization_z
# valueunits: A/m A/m A/m
#
# End: Header
#
# Begin: Data Text
 799999.99972719338 12.807270119015804 -16.506494179919937
 799999.99974239536 12.446201437191601 -16.039309225158657
 799999.9997566198 12.09848062532455 -15.589583755645732
 799999.9997699376 11.763506741669243 -15.156503635665027
 799999.99978241452 11.440709225853434 -14.739301142949985
 799999.99979411031 11.129546527993938 -14.337251676191972
 799999.99980508036 10.829504698373045 -13.949670768401894
 799999.99981537566 10.540095978474703 -13.575911367735884
 799999.99982504314 10.260857419457446 -13.215361353543511
 799999.99983412621 9.991349544475927 -12.867441260436406
 799999.99984266469 9.7311550646431009 -12.531602187335999
 799999.9998506956 9.4798776540180718 -12.20732387174122
 799999.99985825329 9.2371407860017101 -11.89411291233896
 799999.99986536917 9.002586631584709 -11.591501125285905
 799999.99987207225 8.775875018588005 -11.299044021434112
 799999.99987838988 8.5566824500216576 -11.016319393386889
 799999.99988434731 8.3447011793826871 -10.742926002543321
 799999.99988996726 8.1396383402825272 -10.478482357444287
 799999.99989527185 7.9412151276042087 -10.222625575720333
 799999.99990028096 7.74916602743511 -9.9750103227971252
 799999.99990501336 7.563238093013636 -9.7353078210878969
 799999.99990948604 7.3831902639688627 -9.5032049241776431
 799999.99991371529 7.2087927261843552 -9.2784032509867913
 799999.99991771614 7.0398263098679479 -9.0606183753168654
 799999.99992150278 6.8760819234058008 -8.8495790666863137
 799999.99992508779 6.7173600207548487 -8.6450265786688387
 799999.99992848351 6.5634701002637845 -8.4467139813486298
 799999.99993170169 6.4142302329395102 -8.2544055346746124
 799999.99993475189 6.2694666182811121 -8.0678760998817847
 799999.99993764504 6.1290131659164002 -7.886910586357426
 799999.99994038942 5.992711101469995 -7.7113034314477575
 799999.99994299444 5.8604085950528351 -7.5408581110726551
 799999.99994546757 5.7319604110120714 -7.3753866789879625
 799999.99994781695 5.6072275775482341 -7.2147093327998526
 799999.99995004886 5.4860770750233199 -7.0586540050446409
 799999.99995217065 5.3683815417570955 -6.9070559776580041
 799999.99995418813 5.2540189961911379 -6.7597575182889704
 799999.999956107 5.1428725745316877 -6.6166075370890169
 799999.99995793297 5.0348302827527087 -6.47746126272314
 799999.99995967105 4.9297847622437452 -6.3421799363322142
 799999.99996132613 4.8276330681885868 -6.2106305223302689
 799999.99996290274 4.7282764598928635 -6.0826854350269031
 799999.99996440485 4.6316202024117716 -5.9582222800958116
 799999.99996583664 4.5375733787354919 -5.837123609965456
 799999.9999672015 4.4460487119444352 -5.7192766923131497
 799999.99996850337 4.3569623967638975 -5.604573290862727
 799999.99996974575 4.2702339399283487 -5.4929094577366797
 799999.99997093121 4.1857860088142029 -5.3841853367227337
 799999.99997206277 4.1035442879510811 -5.2783049767958703
 799999.99997314357 4.0234373428900412 -5.1751761552427142
 799999.99997417571 3.945396491044546 -5.074710209924036
 799999.99997516186 3.8693556790681605 -4.9768218801157387
 799999.99997610482 3.7952513664336087 -4.8814291553700135
 799999.99997700611 3.7230224148470512 -4.7884531320504626
 799999.99997786805 3.652609983172928 -4.697817877029542
 799999.99997869262 3.5839574275795929 -4.6094502981881371
 799999.99997948157 3.5170102065876887 -4.5232800213105113
 799999.99998023687 3.4517157907752773 -4.4392392730357617
 799999.99998095981 3.3880235768789819 -4.3572627695612853
 799999.99998165213 3.3258848060688915 -4.2772876106943523
 799999.99998231512 3.2652524861215895 -4.1992531790696646
 799999.99998295051 3.2060813173323615 -4.1231010441937119
 799999.9999835596 3.1483276219648917 -4.0487748710395381
 799999.99998414353 3.0919492770069095 -3.9762203330217676
 799999.99998470338 3.0369056501014891 -3.9053850290462191
 799999.99998523993 2.983157538458399 -3.8362184044317651
 799999.99998575507 2.9306671106459032 -3.768671675565392
 799999.99998624937 2.8793978510436427 -3.7026977580286919
 799999.99998672365 2.8293145068280761 -3.6382511980100913
 799999.99998717918 2.7803830374096208 -3.5752881068826059
 799999.99998761655 2.7325705661524702 -3.5137660987629835
 799999.9999880367 2.6858453342873476 -3.4536442309055424
 799999.99998844031 2.6401766568604947 -3.3948829467432105
 799999.99998882785 2.5955348807004075 -3.3374440215063652
 799999.99998920073 2.5518913442493418 -3.2812905102954186
 799999.99998955906 2.5092183391330245 -3.2263866984033731
 799999.99998990342 2.4674890734199151 -3.1726980538248721
 799999.99999023497 2.426677636515286 -3.1201911818889907
 799999.99999055348 2.3867589655779162 -3.0688337818447105
 799999.99999086023 2.3477088133789503 -3.0185946053216055
 799999.99999115546 2.3095037175578281 -2.9694434165926427
 799999.9999914394 2.272120971164354 -2.9213509545296747
 799999.99999171309 2.2355385944846371 -2.8742888962027666
 799999.99999197642 2.1997353080564666 -2.828229822019821
 799999.99999223009 2.1646905068024611 -2.7831471822906835
 799999.99999247445 2.130384235274815 -2.7390152652534567
 799999.99999270996 2.0967971638912597 -2.6958091664389534
 799999.99999293685 2.0639105662026442 -2.6535047592575438
 799999.99999315583 2.0317062970892854 -2.6120786668303162
 799999.99999336665 2.0001667718237113 -2.571508234983618
 799999.99999357003 1.9692749460195398 -2.5317715063484356
 799999.99999376631 1.9390142963754675 -2.4928471955091775
 799999.99999395548 1.9093688022104565 -2.4547146651565162
 799999.99999413791 1.880322927736483 -2.4173539032023932
 799999.99999431416 1.8518616050497774 -2.3807455008101983
 799999.99999448413 1.8239702177944963 -2.3448706313163021
 799999.99999464827 1.7966345854631125 -2.3097110299921977
 799999.99999480671 1.7698409483301425 -2.2752489745540134
 799999.9999949598 1.7435759529734556 -2.2414672665067741
 799999.99999510765 1.7178266383704477 -2.2083492131983871
 799999.99999525037 1.6925804225129204 -2.1758786105363135
 799999.99999538844 1.667825089564057 -2.1440397264195745
 799999.99999552162 1.6435487774946824 -2.1128172847872149
 799999.99999565061 1.6197399662081886 -2.0821964502832948
 799999.99999577506 1.5963874660990485 -2.0521628135204137
 799999.99999589566 1.5734804070560366 -2.0227023768771093
 799999.99999601196 1.5510082278909971 -1.9938015408458796
 799999.99999612465 1.528960666141151 -1.9654470909096229
 799999.99999623362 1.507327748271206 -1.9376261848913809
 799999.99999633874 1.4860997802390399 -1.9103263407807094
 799999.99999644083 1.4652673384220751 -1.883535425017336
 799999.99999653932 1.4448212608635838 -1.8572416412081705
 799999.9999966349 1.4247526388275071 -1.8314335192570359
 799999.99999672733 1.4050528086794027 -1.8060999048838906
 799999.99999681674 1.3857133440959934 -1.7812299495343717
 799999.99999690347 1.3667260484909751 -1.7568131006743759
 799999.99999698752 1.3480829477418821 -1.7328390924039454
 799999.99999706866 1.3297762832143409 -1.7092979364135998
 799999.99999714736 1.3117985049839371 -1.6861799132840916
 799999.99999722384 1.2941422653361936 -1.6634755640965138
 799999.99999729765 1.2768004124761385 -1.6411756823148458
 799999.99999736925 1.2597659844448321 -1.6192713059693393
 799999.99999743886 1.2430322033003243 -1.5977537101289072
 799999.99999750603 1.2265924694696071 -1.5766143996040962
 799999.99999757134 1.2104403562914767 -1.5558451019488679
 799999.99999763456 1.1945696047627072 -1.5354377606839937
 799999.99999769602 1.1789741184687004 -1.5153845287219478
 799999.99999775563 1.1636479586783461 -1.4956777620808999
 799999.99999781325 1.1485853396009587 -1.4763100137731713
 799999.99999786948 1.1337806238094943 -1.4572740278956564
 799999.99999792385 1.1192283178546636 -1.4385627339634697
 799999.99999797635 1.1049230679687509 -1.4201692413983533
 799999.99999802758 1.0908596559516872 -1.4020868342168868
 799999.9999980774 1.0770329952054716 -1.3843089658860799
 799999.99999812571 1.0634381268470277 -1.3668292543642422
 799999.99999817251 1.0500702160070343 -1.3496414773257666
 799999.9999982178 1.0369245482209606 -1.3327395674803175
 799999.99999826204 1.0239965259370862 -1.3161176081078358
 799999.99999830488 1.0112816652029604 -1.2997698287376604
 799999.99999834679 0.99877559236489133 -1.2836906009230915
 799999.99999838718 0.98647404089862756 -1.2678744341872203
 799999.99999842641 0.9743728483921662 -1.252315972112132
 799999.9999984646 0.96246795359587278 -1.2370099885232773
 799999.99999850185 0.95075539355918326 -1.2219513838203462
 799999.99999853794 0.93923130088001328 -1.207135181418747
 799999.9999985731 0.92789190101476759 -1.192556524290918
 799999.99999860721 0.91673350969807377 -1.1782106716414003
 799999.99999864027 0.90575253044105031 -1.1640929956770067
 799999.99999867263 0.89494545207755216 -1.1501989784825208
 799999.99999870383 0.8843088464501363 -1.1365242089781891
 799999.99999873445 0.87383936611372237 -1.1230643799926698
 799999.99999876402 0.86353374210685951 -1.1098152854286205
 799999.99999879301 0.85338878185182077 -1.0967728174983904
 799999.99999882118 0.84340136706516289 -1.083932964045579
 799999.99999884842 0.83356845175626926 -1.0712918059808394
 799999.99999887508 0.82388706026780756 -1.0588455147715723
 799999.99999890092 0.81435428539364152 -1.0465903499879177
 799999.99999892607 0.80496728655564975 -1.0345226569773844
 799999.99999895075 0.7957232880332521 -1.0226388645648654
 799999.99999897473 0.78661957724065557 -1.0109354828306658
 799999.99999899766 0.77765350305491987 -0.9994091009891104
 799999.99999902037 0.76882247419343519 -0.98805638527927664
 799999.99999904248 0.76012395765856633 -0.97687407694910044
 799999.9999990639 0.7515554772044668 -0.96585899030753197
 799999.99999908486 0.74311461186092886 -0.95500801080543518
 799999.99999910535 0.73479899451506969 -0.94431809319269377
 799999.99999912502 0.72660631049014712 -0.93378625973967455
 799999.99999914446 0.71853429622384024 -0.92340959850031812
 799999.99999916321 0.7105807379541591 -0.91318526160579416
 799999.99999918172 0.70274347043275942 -0.90311046362158132
 799999.99999919953 0.69502037569710495 -0.89318247998179301
 799999.99999921687 0.6874093818688024 -0.88339864543711599
 799999.99999923387 0.67990846198426935 -0.87375635253899187
 799999.99999925052 0.67251563287618965 -0.86425305019543841
 799999.99999926658 0.66522895406518257 -0.85488624225948762
 799999.99999928242 0.65804652669902008 -0.84565348614242786
 799999.99999929767 0.65096649251231942 -0.83655239148756766
 799999.99999931268 0.64398703279595071 -0.82758061886948331
 799999.99999932735 0.63710636745971561 -0.81873587853706575
 799999.99999934155 0.63032275405880667 -0.81001592918094689
 799999.99999935552 0.62363448685784895 -0.80141857673548023
 799999.99999936926 0.61703989596159581 -0.79294167325266329
 799999.99999938242 0.61053734641743884 -0.78458311574450712
 799999.99999939534 0.60412523735734991 -0.77634084510050305
 799999.9999994078 0.59780200118791005 -0.76821284502519982
 799999.99999942014 0.59156610278447219 -0.76019714099525448
 799999.99999943201 0.5854160387239663 -0.75229179926649636
 799999.99999944377 0.57935033649606693 -0.74449492588312272
 799999.99999945506 0.57336755377627102 -0.73680466573900394
 799999.99999946624 0.56746627772309477 -0.72921920165329424
 799999.9999994773 0.56164512425386315 -0.72173675344442767
 799999.99999948801 0.55590273737257057 -0.71435557706599762
 799999.99999949825 0.55023778851178795 -0.70707396378248788
 799999.99999950838 0.5446489758688926 -0.69989023930184502
 799999.99999951839 0.53913502381113876 -0.6928027629739244
 799999.99999952817 0.53369468225944638 -0.68580992702796506
 799999.99999953748 0.52832672606449738 -0.67891015578867986
 799999.9999995468 0.52302995445158373 -0.6721019049279211
 799999.99999955576 0.51780319045300505 -0.66538366074297284
 799999.99999956449 0.51264528036353707 -0.65875393946659222
 799999.99999957311 0.5075550931812095 -0.65221128656520644
 799999.9999995816 0.50253152011800972 -0.64575427605629221
 799999.99999958987 0.49757347410204422 -0.63938150988561537
 799999.99999959779 0.49267988925504036 -0.63309161727286745
 799999.9999996057 0.4878497204186823 -0.62688325409581092
 799999.99999961338 0.48308194268091176 -0.62075510229607367
 799999.99999962072 0.47837555092313427 -0.61470586926816972
 799999.99999962817 0.47372955938755212 -0.60873428731665458
 799999.99999963527 0.46914300124796382 -0.60283911309242599
 799999.99999964237 0.4646149281653475 -0.59701912702602189
 799999.99999964912 0.46014440988218808 -0.59127313282052352
 799999.99999965588 0.45573053384111106 -0.58559995694831624
 799999.99999966251 0.45137240477502488 -0.57999844811370083
 799999.99999966903 0.44706914433432271 -0.57446747676886112
 799999.99999967497 0.44281989069600586 -0.5690059346648485
 799999.99999968125 0.43862379822090442 -0.56361273436284487
 799999.99999968731 0.43448003711030553 -0.55828680878428139
 799999.99999969313 0.43038779303583208 -0.55302711075505051
 799999.99999969872 0.42634626682517274 -0.54783261259385729
 799999.99999970454 0.42235467412434147 -0.54270230568429512
 799999.99999971001 0.41841224507059582 -0.53763520005193433
 799999.99999971525 0.41451822399322547 -0.53263032398585375
 799999.9999997206 0.41067186910407322 -0.52768672362409275
 799999.99999972561 0.40687245220250701 -0.52280346258241817
 799999.99999973061 0.40311925839641777 -0.51797962158986399
 799999.99999973562 0.39941158579921532 -0.5132142981095823
 799999.99999974051 0.39574874527125575 -0.50850660598939335
 799999.99999974517 0.39213006013807844 -0.50385567513135721
 799999.99999974994 0.38855486593217287 -0.49926065113383744
 799999.99999975436 0.38502251014571365 -0.49472069496655979
 799999.99999975879 0.38153235196320706 -0.49023498265027221
 799999.99999976321 0.37808376204542221 -0.48580270494870426
 799999.99999976729 0.37467612226096064 -0.48142306707048221
 799999.99999977159 0.37130882546964239 -0.47709528833538922
 799999.99999977567 0.36798127529545949 -0.4728186019013727
 799999.99999977951 0.36469288589735999 -0.46859225450098352
 799999.99999978347 0.361443081750698 -0.46441550612891574
 799999.99999978743 0.35823129743926752 -0.46028762978863985
 799999.99999979115 0.35505697746990483 -0.45620791122492482
 799999.99999979476 0.35191957605046637 -0.4521756486559525
 799999.99999979849 0.34881855688677976 -0.44819015253450778
 799999.99999980198 0.34575339298483088 -0.44425074527436448
 799999.99999980535 0.34272356648136693 -0.44035676103294491
 799999.99999980873 0.33972856846357524 -0.43650754547960813
 799999.99999981211 0.33676789878488217 -0.4327024555345389
 799999.99999981548 0.33384106587938844 -0.42894085917199826
 799999.99999981851 0.33094758659083701 -0.42522213517750818
 799999.99999982177 0.32808698602038833 -0.42154567294996415
 799999.99999982456 0.32525879733555596 -0.41791087229002177
 799999.99999982771 0.32246256163047904 -0.41431714317509727
 799999.99999983062 0.31969782778210271 -0.41076390558071862
 799999.99999983353 0.31696415227037023 -0.40725058926603142
 799999.99999983632 0.31426109904310395 -0.40377663359785448
 799999.99999983923 0.31158823936726421 -0.40034148736335362
 799999.99999984179 0.30894515168334963 -0.39694460855560065
 799999.99999984459 0.30633142147578313 -0.39358546422474466
 799999.99999984726 0.30374664111158833 -0.39026353030580424
 799999.99999984971 0.30119040972470346 -0.38697829141950812
 799999.99999985215 0.29866233309832263 -0.38372924072707698
 799999.99999985471 0.29616202352301035 -0.38051587975544976
 799999.99999985704 0.29368909966923623 -0.37733771823871981
 799999.99999985937 0.2912431864690182 -0.37419427396662869
 799999.99999986193 0.28882391498341797 -0.3710850726185197
 799999.99999986414 0.28643092230890005 -0.36800964762206256
 799999.99999986636 0.28406385143879576 -0.36496754000237597
 799999.99999986833 0.28172235116243488 -0.36195829824882791
 799999.99999987066 0.27940607598287981 -0.35898147815761183
 799999.99999987264 0.27711468597631583 -0.3560366426959069
 799999.99999987485 0.27484784668802553 -0.3531233618791883
 799999.99999987672 0.27260522902015305 -0.35024121264175878
 799999.99999987881 0.27038650915940377 -0.34738977868462184
 799999.99999988091 0.26819136847311664 -0.34456865035736517
 799999.99999988277 0.26601949341389558 -0.34177742455685223
 799999.99999988475 0.26387057540673886 -0.33901570457974362
 799999.9999998865 0.26174431076567545 -0.33628310000850226
 799999.99999988824 0.25964040061353727 -0.33357922660892958
 799999.99999988999 0.25755855078339224 -0.33090370620624676
 799999.99999989197 0.25549847173981366 -0.32825616657375467
 799999.9999998936 0.25345987848491242 -0.32563624132485774
 799999.99999989523 0.25144249048678813 -0.32304356980647725
 799999.99999989697 0.24944603158571133 -0.32047779699986456
 799999.9999998986 0.24747022991711992 -0.3179385734019945
 799999.99999990012 0.24551481784429199 -0.31542555494485491
 799999.99999990163 0.24357953186568085 -0.31293840289410302
 799999.99999990314 0.24166411256005504 -0.31047678374073034
 799999.99999990466 0.239768304509863 -0.30804036912359778
 799999.99999990629 0.23789185620653053 -0.30562883572204913
 799999.9999999078 0.23603451999891886 -0.30324186516522583
 799999.9999999092 0.23419605203412688 -0.30087914396485282
 799999.99999991059 0.23237621215769896 -0.29854036339930745
 799999.99999991199 0.23057476387938711 -0.29622521944891822
 799999.99999991315 0.22879147431305633 -0.29393341272006274
 799999.99999991467 0.22702611407579645 -0.29166464833839756
 799999.99999991595 0.22527845724437637 -0.2894186358830575
 799999.99999991723 0.22354828130242924 -0.28719508931026638
 799999.99999991851 0.2218353670986361 -0.28499372686804347
 799999.99999991967 0.22013949874523139 -0.28281427103422679
 799999.99999992107 0.21846046357382384 -0.28065644842878068
 799999.99999992212 0.21679805210812722 -0.2785199897496472
 799999.9999999234 0.2151520579709032 -0.27640462970524848
 799999.99999992445 0.21352227782937877 -0.27431010692960162
 799999.99999992561 0.21190851138680111 -0.27223616393471833
 799999.99999992677 0.21031056131070749 -0.27018254703207051
 799999.99999992771 0.20872823316049546 -0.26814900626344712
 799999.99999992875 0.20716133535673134 -0.26613529535478242
 799999.99999993003 0.20560967911416325 -0.26414117163034484
 799999.99999993097 0.2040730784089847 -0.26216639595643454
 799999.99999993201 0.20255134994555993 -0.26021073270722278
 799999.99999993318 0.20104431308237966 -0.25827394967436523
 799999.99999993399 0.19955178980475619 -0.25635581801788537
 799999.99999993492 0.19807360467761151 -0.25445611220801539
 799999.99999993597 0.1966095847911393 -0.25257460998551073
 799999.99999993679 0.19515955973854246 -0.250711092285964
 799999.99999993783 0.19372336155667594 -0.24886534318347481
 799999.99999993877 0.19230082468322032 -0.247037149867946
 799999.99999993981 0.19089178592282932 -0.24522630256156161
 799999.99999994051 0.18949608441822227 -0.24343259447961357
 799999.99999994144 0.18811356160467818 -0.24165582178777825
 799999.99999994226 0.18674406117027137 -0.23989578354368871
 799999.99999994307 0.18538742901591973 -0.23815228164988453
 799999.999999944 0.18404351321028661 -0.23642512081630399
 799999.9999999447 0.18271216396209747 -0.2347141084954224
 799999.99999994552 0.1813932335980995 -0.23301905485879673
 799999.99999994645 0.18008657652096319 -0.2313397727464665
 799999.99999994703 0.1787920491692008 -0.2296760776016056
 799999.99999994773 0.17750950998940151 -0.22802778745860505
 799999.99999994854 0.1762388194001227 -0.22639472289436918
 799999.99999994924 0.17497983975272596 -0.22477670696960761
 799999.99999994994 0.17373243531788632 -0.22317356521522719
 799999.99999995076 0.17249647223954664 -0.22158512555774101
 799999.99999995122 0.17127181850811371 -0.22001121829462386
 799999.99999995204 0.17005834394519248 -0.21845167609142893
 799999.99999995285 0.16885592015231438 -0.21690633389759564
 799999.99999995343 0.1676644204880928 -0.21537502891969706
 799999.99999995413 0.16648372005138959 -0.21385760060268696
 799999.99999995483 0.16531369564309673 -0.21235389057468457
 799999.9999999553 0.16415422573764082 -0.21086374262799851
 799999.999999956 0.16300519046257983 -0.20938700267154411
 799999.99999995669 0.16186647157968401 -0.20792351870250453
 799999.99999995728 0.16073795245265846 -0.2064731407952389
 799999.99999995786 0.15961951801681548 -0.20503572102707809
 799999.99999995856 0.15851105474823446 -0.20361111346397315
 799999.99999995891 0.15741245064114345 -0.20219917414629174
 799999.9999999596 0.15632359520883848 -0.20079976104308642
 799999.99999996007 0.15524437943642122 -0.19941273401990903
 799999.99999996054 0.15417469577971538 -0.19803795480428543
 799999.99999996123 0.1531144381057383 -0.19667528697813447
 799999.9999999617 0.15206350167988431 -0.19532459593392482
 799999.9999999624 0.15102178318561441 -0.19398574884023448
 799999.99999996275 0.14998918066577105 -0.19265861463223946
 799999.99999996333 0.14896559351227343 -0.19134306396962997
 799999.99999996379 0.14795092243125552 -0.19003896921387364
 799999.99999996426 0.14694506943243818 -0.18874620441772244
 799999.99999996473 0.14594793780504914 -0.18746464526901332
 799999.99999996531 0.14495943213361026 -0.18619416908888717
 799999.99999996577 0.14397945823258101 -0.18493465480482127
 799999.99999996601 0.14300792312919317 -0.18368598290087509
 799999.99999996647 0.14204473507577575 -0.18244803543218646
 799999.99999996705 0.14108980349624151 -0.1812206959838337
 799999.99999996764 0.14014303901153036 -0.18000384964614535
 799999.99999996799 0.13920435339157863 -0.17879738299816572
 799999.99999996834 0.13827365952361745 -0.17760118406017264
 799999.9999999688 0.13735087144609745 -0.17641514230688987
 799999.99999996927 0.1364359042857472 -0.17523914863930731
 799999.9999999695 0.13552867424277201 -0.17407309534201457
 799999.99999996996 0.13462909858328054 -0.17291687607689274
 799999.99999997043 0.13373709565521336 -0.17177038585693016
 799999.9999999709 0.1328525848568636 -0.17063352104341961
 799999.99999997101 0.13197548657536207 -0.1695061793139378
 799999.99999997159 0.13110572220561068 -0.16838825962138829
 799999.99999997183 0.13024321415137494 -0.16727966221087578
 799999.99999997229 0.1293878858005521 -0.16618028859358835
 799999.99999997253 0.12853966149815699 -0.16509004149843026
 799999.99999997311 0.12769846653959421 -0.1640088248955632
 799999.99999997322 0.12686422715684759 -0.1629365439509981
 799999.99999997357 0.12603687051018991 -0.1618731050168723
 799999.99999997404 0.12521632466632224 -0.16081841561733018
 799999.99999997439 0.1244025185651995 -0.15977238440870753
 799999.99999997462 0.12359538204960273 -0.15873492120506799
 799999.99999997509 0.12279484584766659 -0.15770593693336146
 799999.99999997544 0.12200084152722031 -0.15668534361571487
 799999.99999997555 0.12121330150023815 -0.15567305437500328
 799999.9999999759 0.12043215902583669 -0.15466898339649274
 799999.99999997625 0.11965734818407467 -0.15367304591239334
 799999.99999997648 0.11888880385046499 -0.1526851582071618
 799999.99999997695 0.1181264616926217 -0.15170523758393992
 799999.99999997707 0.11737025817410185 -0.15073320235433751
 799999.9999999773 0.11662013053745693 -0.14976897183864119
 799999.99999997776 0.11587601678445611 -0.14881246633138939
 799999.99999997811 0.1151378556875438 -0.14786360708535959
 799999.99999997811 0.11440558674634446 -0.14692231631890146
 799999.99999997858 0.11367915018626261 -0.14598851719373715
 799999.99999997893 0.11295848696246083 -0.14506213379318614
 799999.99999997905 0.11224353873766524 -0.14414309111876789
 799999.99999997928 0.1115342478879387 -0.14323131506606546
 799999.99999997963 0.11083055748182935 -0.14232673242666732
 799999.99999997986 0.11013241126157683 -0.14142927086996079
 799999.99999998021 0.10943975363103627 -0.14053885892722695
 799999.99999998044 0.10875252966068111 -0.13965542598257902
 799999.99999998068 0.10807068508961434 -0.1387789022560757
 799999.99999998091 0.10739416631078104 -0.13790921880053789
 799999.99999998114 0.10672292033687034 -0.13704630748380325
 799999.99999998149 0.10605689479493502 -0.1361901009802923
 799999.99999998161 0.10539603795399687 -0.13534053276257571
 799999.99999998196 0.10474029868590323 -0.13449753708786272
 799999.99999998196 0.10408962646360558 -0.13366104897918807
 799999.99999998219 0.10344397135890453 -0.13283100421714247
 799999.99999998254 0.10280328400687198 -0.1320073393467758
 799999.99999998265 0.10216751562798235 -0.13118999166111964
 799999.999999983 0.10153661803628447 -0.13037889916749504
 799999.999999983 0.10091054359491598 -0.12957400060106272
 799999.99999998335 0.10028924521721479 -0.12877523541177044
 799999.99999998359 0.09967267635659359 -0.12798254373904425
 799999.99999998382 0.099060791008479671 -0.12719586643600309
 799999.99999998405 0.098453543713469857 -0.12641514502912557
 799999.99999998405 0.097850889530245067 -0.12564032170742392
 799999.99999998428 0.097252784028366984 -0.1248713393404846
 799999.99999998452 0.096659183288653597 -0.12410814144696124
 799999.99999998475 0.096070043899136995 -0.12335067219518558
 799999.99999998498 0.09548532295709565 -0.12259887639377971
 799999.9999999851 0.094904978032799417 -0.12185269947280983
